EmpDepartment,EmpDepartmentName
70604,Lewis-Gale OR
92544,Volunteer Service
92707,PA Spotsylvania
83424,Multi Speciality Clinic
91017,Communications
90467,RAC
91059,PBX
90626,Admitting Lobby Reception
91068,PBX
91150,Communications (PBX) - Bayview
86711,Centerpoint Medical Center
91206,Supply Chain
84026,Medical Records Transcript
91223,Purchasing
84117,Transcription
91003,Communications
91006,Telecommunications
91226,Materials Management
91252,Materials Management
91015,Communications
91001,Communications
81750,Talent Pipeline
83425,PBX
82295,Technical Services-Interns
91080,PBX
79078,Marble Falls CVIC
91050,Communications/PBX
90628,Patient Account Services
84025,Health Info Management
86125,Supply Chain
91127,Psych Communications
91330,Supply Chain OR Materials Mgmt
91143,PBX Parham
91255,Materials Management
79407,PA Highlands Cashiers Hospital
92703,Psych Admin
91037,PBX
84023,Medical Records
91074,Communications
79007,PA McDowell Hospital79007
77262,Imaging Center
90625,Patient Access
80711,Tube System
86225,CSC OR PRO
84722,Birth Certificate Registrars
91032,PBX
93023,OR Sunrise
91209,Materials Management
90602,Business Office
91258,Materials Management
94152,Equipment Management
79207,PA Transylvania Regional
86108,St Petersburg Gen Hospital
84030,HIM
83605,North FL IRL
91650,Corporate Desktop Services
79307,PA Blue Ridge Regional
91014,Comm
91229,Materials Mgmt
91421,Physician Billing
93477,PBX
90369,Accounting
91036,PBX
91057,Communications
90046,Admin
91025,PBX Communications
79406,Medical Imaging Center
91073,Communications
90581,Patient Registration
71727,OR Supply Chain
84027,HIM Medical Records
89123,Patient Transport
90014,Administration
86709,Cache Valley Hospital
77522,SS Medical Imaging
90600,Optical Scanning
73277,Pathology
91326,OR Supply Chain Project
91067,PBX
88408,Citrus Memorial
91061,Public Broadcasting System
90681,OR Scheduling
77852,FQFC
81137,JW Environmental Svc
71004,Terre Haute OR
91244,Materials Mgmt
60117,Nursing Excellence
92413,Guest Relations Forest
70209,OR Mat Mgmt Brigham City Comm
82291,Technical Services- Zone 2
91901,Concierge
90546,Registration
86326,South East Family Center
90126,GME
92355,Volunteer Services
84500,Communications
87703,Centennial Ashland City
84426,Teen Mothers Clinic
91079,PBX/Telecommunications
83519,Security Main
72527,Breast Center
79952,Women's Care Center - Pasadena
91078,PBX
91235,Materials Management
83815,MI Admin
80067,Food and Nutrition Services
71031,Equipment
92531,Volunteer Services
73919,CH Breast Center
80078,Dietary
92420,Records Mgmt Program
72552,Mammography
76327,Nuclear Medicine
92745,Lung Nodule
92120,Mail Room
95423,Medshare Office
72518,Mammography
92812,Support Staff - Allocated
89528,EMS
93406,Concierge
91069,Communications
91044,Communications
70903,Cath Lab - Parkridge
60274,Nursing Education
88003,Parkridge Valley
79605,79605 BlueRidge RHC 5
90084,ADMIN
82490,824-Technical Services - Zone
91162,Front Desk/Mailroom
91514,Program Coord
74708,OP Cardiology Clinic
91610,Human Resources
90468,Patient Access
73212,73212 LAB PATHOLOGY
72573,Radiology Breast Diag
87111,Lafayette Reg Health Ctr
72106,Tomball Cath Lab
92535,Volunteers
77508,PET
80290,Project Management
91153,Special Projects
91674,Human Resources
88103,Parkridge West
62517,SHJ Patient Sitters
72510,Memorial Breast Center
94362,Centralized Scheduling
86802,Medical City Green Oaks
81092,Housekeep
81318,Environment Services MOB
81081,Environmental Services
82010,Linen Services
81073,Environmental Services
81051,Environmental Services
81152,EVS/Courier
83517,Security
81250,Housekeeping Portland ED
81067,Environmental Services
81122,SS Environmental Srvc
80950,Housekeeping NW
80443,Dietary Parham
81049,Environmental Services
82052,Laundry Linens
79524,HBED EVS
81315,BHC EVS
82001,Laundry And Linen
81118,Environmental Services Pavi
82115,Laundry
80516,Infant Nutrition
80074,Food & Nutrition
82020,TMC Linen
82017,Linen
82028,Linen
81222,NS Environmental Srvc
82062,Laundry Linen
93259,MOB EVS
82029,Laundry + Linen
82027,Linen
82024,Linen
82079,Laundry and Linen
81252,North Channel Housekeeping
82023,Laundry
82022,Linen Distribution
91158,Courier
82026,Linen
80127,Psych Dietary
81351,EVS Soddy Daisy
84711,Security Retreat
82011,Laundry & Linen
82009,Linen And Laundry
82025,Linen
80952,EVS Satellite
82059,Laundry   Linen
82077,Linen
82003,Linen & Laundry
89918,Lab-Couriers
80685,Cypress Cafe II
91163,Transportation
82073,Laundry
82030,Laundry and Linen
80585,Cypress Cafe
81322,CF Environmental Srvc
82078,Laundry
85059,Bistro
83204,83204 GROUNDS
82016,Laundry and Linen
82040,Linen
91114,Courier Services
92127,Central Mail / Messengers
82081,Laundry and Linen
89022,Pharmacy Resident Program
96122,Colon and Rectal
95722,ICC Intensivist
95724,ICC Intensivist
95923,Physicians
96022,Las Vegas Heart Associates
82316,Pharmacy Resident
96058,Pharmacy Residency
95922,Physician Employment
96322,BMT Physicians
78521,Pain Clinic
69759,Nurse Practitioner
96026,Advanced Practice Practitioner
94415,Patient Representative
76550,Application Delivery
81190,Diagnostic Clinical Applicatio
80279,Physician Dining
62550,PSG - Network IMPL & Operation
83581,Security
83578,Security
83562,Security
81990,Advanced Clinicals
83552,Security
82926,Environment of Care
83031,Plant Operations
79795,Dept 79795
83551,APO
68150,PatientKeeper
83518,Security
81690,Nursing
83576,Security
72024,Bariatric Vasc Clinic
83591,Application Services
94262,Central Scheduling
80291,Project Management
92073,Public Relations
62050,PSG - Application Development
91608,Human Resources
84022,Health Info Management
83580,Security
81995,Advanced Clinicals - CPOE
80650,Enterprise Tech & Architecture
91950,Ent Vulnerability Remediation
84190,Network Engineer
94579,NeuroScience Institute
95208,Nurs Sch Instruction
94255,O P Scheduling
83577,Security
71550,Capacity & Performance Mgmt
80304,Lawnwood Cafe
83567,Security
83046,Plant Operations
82290,Technical Services MVHD DIV
81490,Pharmacy Applications
87412,87412 FAMILY SUPPORT
83540,Protective Services
69093,St. David's Surgical Hospital
83568,Security
83549,APO
93359,Central Scheduling
81390,Clinical Application Svcs - OR
90676,Surgery Scheduling
92974,Central Scheduling
93553,Community Education
82390,Technical Services  Zone CAC
90609,90609 NCD CONTRACTING
84028,Health Info Management
83525,Protective Services
96948,Ortho Service Line
93709,Transplant Administration
81527,Grounds Care
83035,Plant Operations
91562,Central Scheduling
83524,Protective Services
81191,Clinical Application Svcs-Zone
62350,PSG - Solution Delivery
83150,Plant Ops IROC
95109,Continuing Medical Educatio
83206,83206 LANDSCAPE
73114,Rad Adm
83595,Application Services
92777,Risk Management
85414,HiTech Wave 5
83057,Plant Operations
95503,Guest Services
90409,90409 NCD DECISION SUPPORT
84024,Health Info Management
92985,Scheduling
83561,Security
83174,Plant Ops CyFair
80301,Coffee Shop
86526,Family Health Center
91309,NCD Accreditation
83316,Limb Preservation
81607,Outpt Radiology/Vascular -Chip
96723,SEIU Education Fund
96430,Denials Management
83319,CH Plant Ops
81482,Clinical Application Svcs-Nurs
80390,Application Development
78342,Trauma Admin
78817,Family Medicine Residency
90650,Admitting
72050,ITG Business Services
83044,Plant Operations
79791,HCAPS - Technical Support
84324,Medical Staff
82630,NICU Support
67901,LNA Trainee Program
77277,O/P Radiology
83322,NS Facilities Management
93716,Other HCA I/C
92832,Central Scheduling
90337,Market Managers   JW
86190,System Admins
90363,Centralized Scheduling
90573,Business Office
83422,CF Facilities Management
92514,Volunteer
92508,Volunteer Services
70602,OR Scheduling
92100,IT&S Technology
93816,Ethics And Compliance
85001,Gift Shop
80379,CATERING
83511,Security
80382,Application Development
96422,Denial Management
72714,Interventional Procedures
93108,Destin Pl Ops
72524,Breast Diag Unit
92460,Schedulers
80391,Application Development
77240,Cardiac Imaging Center
92521,Volunteers
63391,Osceola Regional Medical Cente
96522,Medical Students
72542,Mammography
89191,Center for Clinical Advancemen
93613,Administrative Support
96859,Medical Staff Services
81407,EVS FSED
84005,Cancer Registry
81782,Clin App Svcs - Pharmacists
92477,Outpatient Scheduling
71832,Central Supply
93405,Data Analytics and BI
83122,SS Facilities Management
73929,Saginaw Radiology
72963,Ultrasound
79106,FS ED Imaging
72528,Mammography Unit
72412,72412 IMAGING PET CT
75055,Cardiac Functions
74328,Vascular Lab
79585,Copperfield Imaging FSED
72977,Ultrasound
72629,Cat Scan
72773,Radiology Special Proc
72005,MDC MRI
75073,Echo
72502,72502 IMAGING MA
78148,Ultrasound - PMC
73403,MRI
73459,MRI
76331,Nuclear Medicine
72631,Cat Scan
79621,Central Park Rad FSED
74317,Doppler
73419,MRI
75034,Cardiac Echo Lab
74055,Mission Bend Imaging FSED
72628,CT Scan
72058,Imaging Texas City FSED
73406,MRI
79574,Cypress-1960 imaging FSED
72603,Cat Scan Unit
75005,Echo
72867,Radiology
73462,MRI
76852,North Channel Ultrasound
74155,Stafford Imaging FSED
79600,ODC CT
72658,Cat Scanner
72512,Breast Center
71379,Pharmacy Residency
79218,FSED Radio
73404,Magnetic Reson Imaging
73492,MRI Unit
72055,Westchase Imaging FSED
77204,Radiology FSED
76352,Nuclear Medicine
72962,Ultrasound
72969,Ultrasound
77217,Outpatient Radiology
73420,MRI
76303,Nuclear Medicine
75050,Cardio Ultrasound/Echo
72660,C T Scan
75053,Echo
72922,Ultrasound
79778,FSED - Leander Imaging
74060,Ultrasound
73428,MRI
72577,Bellaire Imaging
72653,Cat Scan
75023,Cardiac Ultrasound
79024,FSED Horizon IMG
73411,MRI
72642,RAD CT
79226,FSED NE Diagnostic
76328,Nuclear Medicine
72673,Radiology -CT
79418,Westlake Imaging
73477,MRI
72102,FSED Imaging
72985,Ultrasound
74479,ECHO
73504,Lab FSED
75017,Echocardiography
72562,Mammography
74080,Nuclear Medicine
79577,BC FSED Img
79560,CL FSED CT
72632,Cat Scan
73452,MRI Unit
76358,Nuclear Medicine
77201,Outpatient Imaging
72911,Ultrasound
73112,Champ Gate Imaging
73461,MRI
73226,Histology
72621,Cat Scan
73159,Sleep Lab
73425,MRI
73155,FSED Radiology
76334,Nuclear Medicine
76330,Nuclear Medicine
72932,Ultrasound
78300,Ground Transport
73500,Special Procedures
72928,Ultrasound
72976,Ultrasound
74442,EKG
72144,FSED Imaging
72845,Rad Unit Diagnostic - AI
72101,FSED Imaging
74331,Vascular Lab
73479,MRI
72644,Ct Scanner
72531,Mammography
76163,RGRH 24HR CT Scan-Edinburg
79215,FSED South Parker ER-Rad
71052,North Channel CT Scan
76185,FSED TLK XRAY
72955,Ultrasound
72974,Cardiac Ultrasound
75062,Echo Service
76379,NUC MED
72416,West Valley Imaging
74120,SMC MRI
75036,Cardiac US
94067,FSED
79660,CL FSED US
72661,Cat Scan
77529,NWER CT
79412,79412 IMAGE MCS
73043,P CT
71943,Anesthesia Parham
72959,Ultrasound
72944,Ultrasound
72152,CT Satellite
75048,Echo Cardiography
75063,Echo Lab
72633,CT-Main
74070,Echo
73476,MRI
70522,OR Radiology
72305,PCB FSED Radiology
74367,Echo/Vascular
77358,Pearland FSED Cat Scan
77748,Diagnostic Imaging - PMC
73463,MRI
75042,Echo
79336,OR Rad Tech
77504,Radiology FSED
72155,Radiology Sugarland
73440,MRI
72973,Radiology-Ultrasound
74020,Mammography
72680,CAT Scan
75043,Echo Lab Parham
72113,Imaging FSED BB
73437,MRI
79509,FSED Imaging
72105,MDC Ultrasound
73457,MRI
75060,Vascular Lab
72104,Imaging Free Standing ER
73633,Mammo-Main
72536,Radiology FSER
79309,OR Rad Tech
76344,Nuclear Medicine
73814,Pulmonary Function
91107,EMS & Air Care Eagle Dispatch
72636,CAT Scan Unit
76357,Nuclear Medicine
76309,Nuclear Medicine
72980,Ultrasound
72931,Ultrasound
79622,CF Medical Imaging
72559,Mammo/Breast Diagnostic Unit
73484,MRI
77257,OP Diagnostic
75026,Cardiovascular Ultrasound Unit
76374,Nuclear Medicine
75030,Cardiac Imaging
77463,FSED #3 San Juan - CT Scan
78703,WSER CT
77544,EP
76885,FSED WB CT
79252,Fairmont CT
72957,Ultrasound
60435,Medication Reconciliation
75044,Echo/Stress Lab
72968,Ultrasound
74002,74002 IMAGING OFFSITE
85220,SMC Surgical First Assist
74361,NI Vasc EEG
75031,Cardiac Imaging
73435,MRI
72936,Ultrasound
79520,TMAC MRI
76336,Nuc Med
75544,Hyperbaric
76376,Nuclear Medicine
74468,Echo
75057,Cardioultrasound
72967,Ultrasound
78276,Spring Imaging FSED
72674,Cat Scan
74469,Non Invasive Cardiology
74874,Neuro Vascular
72961,Ultrasound
79160,FC FSED CT Scan
72129,OR Trauma
72019,Radiology North Campus
76342,RAD NM
74381,Echo
72477,Montrose Imaging
72933,Ultrasound-Main
75032,Echo
76367,Nuclear Medicine
75963,RGRH 24HR Radiology-Edinburg
71246,Pharmacy
77212,77212 SOUTH RAD
73453,MRI
76377,Nuclear Medicine
71284,PHARMACY
75021,Echocardiography
79080,Fort Bend Parkway FSED Imaging
72669,CT
73444,MRI
73920,SMC Nuclear  Med
72377,Mem Cty Imaging
79522,NS Medical Imaging
79835,Hanover Imaging
72109,Pet Scan
79326,FSED Diagnostic
72682,CT
76863,FS#4 CT Scan
72413,PET Imaging Forest
79677,BTRP FSED Img
79745,PET
73473,Radiology-MRI
76362,Nuclear Medicine
74302,Noninvasive Laborator
76340,Nuclear Medicine
74113,FSED Imaging PBG
79643,Ultrasound Parham
71905,MDC CT
73405,73405 IMAGING MR
76335,Nuclear Medicine
73433,MRI-Main
77202,MOB Imaging
79341,FSER Imaging
74304,Vascular
72984,ULTRASOUND
73474,MRI
76359,Nuclear Medicine
74704,Neuro/EP Lab
74303,Noninvasive Vascular Lab
72418,Pet Scan
76311,X-Ray Nuclear Medicine
76063,RGRH 24HR Ultrasound-Edinburg
72567,Mammography
73431,MRI
77462,Imaging Center Outpatient
72645,CT Scan Unit - AI
76860,AT FSED CT Scan
74711,UltraSound Retreat
72684,CT
73455,MRI
74330,Vascular Lab
74362,Vascular Lab
73033,Ultrasound-West
72158,Alvin FSED Cat Scan
72507,Mammography
76373,Radiology Nuclear Medicine
76369,Nuclear Medicine
72619,Cat Scan
73442,RAD MRI
76305,Nuclear Medicine
73911,PBED Radiology
96374,First Assist
72663,Cat Scan
70242,OR First Assist
73436,MRI
72163,FSED Radiology
74850,EEG  DRMC
74318,Vascular Lab
74336,NON-INVASIVE VASC
70248,CT Scan - PMC
73434,MRI
73467,MRI
77585,FSED FRY XRAY
75319,CH CMP Cardiology
73469,MRI
74319,CV (NON INV) North
79400,ODC MRI
76361,Nuclear Medicine
77485,FSED FRY CT
79381,FSED Imaging
77223,Diagnostic Center Radiology
79352,Fairmont US
76363,Nuclear Medicine
73445,MRI Unit - AI
92759,TOH Timeshare at Kingwood
72515,Mammography
73480,MRI
71425,Medication Reconcile Pharmacy
75025,Echocardiogram
76085,FSED TLK CT
72148,Mammo Womens Center
79317,OP Nuc Stress
72545,Breast Diag - AI
76763,FS#4 Ultrasound
76378,Nuclear Medicine
72463,RGRH 24HR EC Ultrasound
76382,Nuclear Medicine
79200,ODC Ultrasound
78858,Friendswood FSED Radiology
79176,Fallbrook FSED Imaging
77304,Radiology FSED
72311,Anesthesia
72982,Ultrasound
79743,MRI Parham
76368,Nuc Med
75837,JW Blood Bank
75084,DEPT 75084
79360,FC FSED Ultrasound
72517,Mammography
73432,MRI
72525,Breast Diagnostics
72437,PET CT Scan
73482,MRI
79241,FSER Ultrasound
77363,FSED #3 San Juan - Ultrasound
77255,Center for Breast Care
96348,Employee Health
74321,Vascular Lab
76380,Nuclear Medicine
76343,Nuclear Medicine Parham
74342,RAD VAS
72509,Mammography
74109,OP Ultrasound
72063,RGRH 24HR EC CT Scan
73585,PET Scan
72544,Mammography
